순위,도서ID,도서명,저자,출판사,출간일,판매가(원),정가(원),할인율(%),평점,리뷰수,판매지수,상세페이지링크,내용
44,191211795,Do it! AI 시대에 살아남는 프런트엔드 면접의 기술,정희 저,이지스퍼블리싱,2026년 06월,"32,400","36,000",10.0,10.0,5,"5,289",https://www.yes24.com/product/goods/191211795,"<b>AI 시대, 프런트엔드 개발자에게는 ‘암기’가 아니라 ‘기본기’가 필요 <br/>HTML, CSS, 자바스크립트부터 리액트, 넥스트.js, AI 프로젝트까지!<br/>한 권으로 합격하는 프런트엔드 면접·실무 완성서! </b><br/><br/>생성형 AI가 코드를 작성해 주는 시대가 열리면서 단순히 최신 기술을 활용하는 수준을 넘어, 기술의 원리를 이해하고 자신의 언어로 설명할 수 있는 개발자의 중요성이 더욱 커지고 있다. 이 책은 11년 차 현직 개발자이자 실제 면접관으로 활동해 온 저자의 실무 경험을 바탕으로 프런트엔드 면접과 실무에서 자주 등장하는 질문 109개를 Q & A 형식으로 정리한 실전 면접 대비서다. 단순히 면접 답변을 암기하는 것이 아니라 질문의 의도를 이해하고 핵심 개념을 자신의 경험과 연결해 설명할 수 있도록 돕는다. <br/><br/>이 책은 HTML, CSS, 자바스크립트 같은 웹 기초부터 리액트와 넥스트.js, 인프라·보안·네트워크, 최신 AI 프로젝트까지 프런트엔드 개발의 핵심을 한 권에서 모두 다룬다. 특히 AI 시대의 개발 환경 변화를 적극 반영하여 AI에 기반한 서비스 개발 과정에서 겪을 수 있는 실무 질문도 함께 수록했다. LLM 스트리밍 응답 처리, RAG 구조, AI 환각 대응 전략, SSE와 웹소켓 비교, ReadableStream 활용 방식 등 AI 기반 서비스를 개발할 때 필요한 최신 프런트엔드 기술도 함께 설명한다. 질문과 답변 형식으로 구성해 필요한 내용을 빠르게 찾아 학습할 수 있으며, 모의 면접 질문으로 실제 면접에서 답변하는 것처럼 연습할 수 있다. 프런트엔드 개발 취업을 준비하는 예비 개발자, 개발 실무 역량과 프런트엔드 개발 기초를 함께 다지고 싶은 주니어 개발자, AI 시대에도 흔들리지 않는 경쟁력을 갖추고 싶은 프런트엔드 개발자에게 든든한 길잡이가 되어 줄 것이다.<br/>"
45,191700749,중국 AI 미래 지도,임선영 저/정진호 그림,책만,2026년 06월,"24,300","27,000",10.0,9.6,11,"6,645",https://www.yes24.com/product/goods/191700749,"<b>안갯속 미중 기술 전쟁 속에서 지금 우리가 가야 할 길을 알려준다.</b><br/><br/>중국은 지금 정치, 산업, 교육, 자본, 기술을 하나의 설계도 아래 통합하며 새로운 세계의 지도를 그리고 있다. AI가 모든 것을 다시 쓰는 시대, 그 지도가 가리키는 미래는 우리가 알던 세상과 전혀 다를 것이다. 그 미래를 먼저 손에 쥔 사람만이 다음 시대의 기회를 자신의 것으로 만들 수 있다.<br/><br/>첫째, 팩트와 현장에 기반을 둔 미래 예측서<br/>둘째, 2026~2029년 ‘골든타임’에 대한 실전 지침서<br/>셋째, 우리의 시각으로 쓴 중국 기술 분석서"
46,191693950,AI 시대에 개발자가 알아야 할 인프라 구성 배포 with 클로드 코드,조훈 저,길벗,2026년 06월,"21,600","24,000",10.0,10.0,3,"5,208",https://www.yes24.com/product/goods/191693950,"<b>자연어로 구축하고 운영하는 AI 네이티브 시대의 첫 인프라 실습서!</b><br/><b>가상의 스타트업 Notiflex가 창업하는 순간부터 엔터프라이즈 규모까지 성장하는 여정을 따라 클로드 코드로 직접 구현해보면서 학습한다!</b><br/> <br/>바이브 코딩이 ‘자연어로 코드를 만드는’ 흐름을 열었다면, 이 책은 '자연어로 인프라를 구축하고 운영하는 방법'을 소개한다. 자연어로 내린 지시가 깃에 선언으로 기록되고, 그 선언이 실제 인프라에 반영되도록 하여 '말이 곧 인프라가 되는 시대'의 새로운 업무 방식인 GitAIOps를 경험할 수 있다. 클로드 코드를 활용해 클라우드 네이티브 환경에서 인프라를 설계하고 구축하며, 배포하고 운영하는 전 과정을 실습 중심으로 다룬다. 가상의 스타트업 Notiflex가 성장하는 여정을 따라가며, 이 과정에서 다양한 핵심 기술을 자연스럽게 익힐 수 있다. 또한 AI를 단순한 자동화 도구가 아닌 학습 파트너로 활용해 문제를 탐색하고, 비교하고, 검증하는 새로운 학습 방식을 제시한다. 인프라를 완벽히 알고 시작할 필요 없이 직접 배포하고 질문하며 답을 확인하는 과정을 통해 실무 감각을 익힐 수 있도록 설계했다. 기술 자체보다는 AI 시대에 필요한 ‘일하는 감각'과 '질문하는 감각’을 키우도록 돕는 것이 이 책의 목표이다. AI 시대에 경쟁력을 갖춘 개발자와 인프라 엔지니어로 성장하고 싶은 분들에게 든든한 길잡이가 되어줄 것이다.<br/>· 완성된 플랫폼 보기: https://github.com/sysnet4admin/notiflex-platform"
47,193160264,원하는 대로 튜닝하는 나만의 sLLM,오지영 저,길벗,2026년 07월,"30,600","34,000",10.0,10.0,1,"1,002",https://www.yes24.com/product/goods/193160264,"<b>파인튜닝부터 배포까지, 내가 만드는 sLLM!<br/></b><br/>최근 AI 시장에서는 LLM과 함께 비용 효율성과 보안성을 갖춘 sLLM이 기업 AI의 새로운 선택지로 주목받고 있습니다. sLLM은 적은 연산 자원으로도 높은 성능을 제공하며, 기업 내부망이나 에지 디바이스에 안전하게 배포할 수 있어 비용과 보안 측면에서 큰 강점을 갖습니다.<br/><br/>이 책은 이러한 sLLM을 활용해 나만의 맞춤형 AI를 직접 구축하는 국내 실습서로, 산업 동향부터 오픈소스 모델 활용, 데이터 전처리, LoRA·QLoRA 기반 경량 파인튜닝, 양자화, RAG 구축까지 핵심 기술을 체계적으로 다룹니다. 또한 단순히 모델을 학습하는 데서 끝나지 않고, FastAPI와 Gradio를 활용한 서비스 구현, ngrok과 허깅페이스 스페이스를 이용한 배포까지 실제 서비스 개발의 전 과정을 실습할 수 있도록 구성했습니다. 모든 예제는 무료 구글 코랩 환경에서 그대로 실행할 수 있으며, 한국어에 최적화된 모델을 우선 사용해 실무 활용도를 높였습니다.<br/><br/>이론을 넘어 기술의 원리와 활용 방법까지 이해하며, 거대 AI의 사용자가 아닌 내 데이터로 직접 AI를 만들고 운영하는 엔지니어로 성장하고 싶은 개발자와 실무자에게 든든한 길잡이가 되어줄 것입니다."
48,192695313,"돈이 되네? 주문과 매출이 동시에 터지는 스마트스토어+쿠팡 [AI 실전 활용, 2026년 정책 반영]",김경은(단아쌤) 저,골든래빗,2026년 07월,"23,220","25,800",10.0,,0,"1,818",https://www.yes24.com/product/goods/192695313,"<b>★ 연매출 10억, 연매출 2억, 3개월 만에 매출 1천만 원이 가능할까요?<br/>★ 가능합니다! 이 모든 수치는 단아쌤 강의를 들은 수강생이 실제로 이룬 성과입니다<br/>★ 누구나 가능합니다, 다음은 여러분 차례입니다<br/></b><br/>온라인 판매는 누구나 시작할 수 있지만, 누구나 살아남지는 못합니다. 유튜브와 SNS에는 ‘월천 셀러’, ‘자동 매출’을 약속하는 콘텐츠가 넘쳐나지만, 정작 지금 시장에서 실제로 통하는 방법을 알려주는 곳은 드뭅니다.<br/><br/>이 책의 저자 단아쌤(김경은)은 2012년부터 14년간 이커머스 시장에 몸담으며 스마트스토어·쿠팡·G마켓·카페24 국내 1위 커머스 플랫폼을 모두 강의한 유일한 강사이자 경희대 경영대학원 겸임교수입니다. 지금도 매일 아침 스토어 데이터를 확인하고 광고 효율과 클릭률, 키워드 흐름을 직접 점검하는 저자가, 지금 시장에서 실제로 작동하는 방법만을 아낌없이 담았습니다."
49,183545796,제미나이 교사 마스터 플랜 (2026년 최신판),한민철 저,책바세,2026년 04월,"27,000","30,000",10.0,10.0,26,"9,642",https://www.yes24.com/product/goods/183545796,"<b>AI 시대, 이제 개인의 경쟁력은 'AI 활용 능력'이다. 제미나이와 함께 스마트한 미래를 설계하라!</b><br/><br/><b>제미나이 업무 · 일상 활용, 이 한 권으로 완벽 마스터!!</b><br/><b>아이디어 구체화부터 콘텐츠 제작, 나만의 웹앱 개발, 일상 업무 자동화까지! </b><br/><b>당신의 생산성을 180도 바꿀 제미나이 실전 활용 전략을 담은 책</b><br/><br/>이 책은 누구나 일상과 업무 현장에서 즉시 활용할 수 있는 실전 중심의 AI 가이드북이다. 효과적인 프롬프트 작성법부터 개인용 웹앱 제작, 구글 AI 도구 활용, 반복 업무 자동화까지 실제 생활 흐름에 맞춰 체계적으로 안내한다. 특히, 제미나이 캔버스를 활용한 '바이브 코딩(Vibe Coding)' 방식을 통해 코딩을 전혀 모르는 비전공자도 나만의 업무용 웹앱, 맞춤형 자료, 간단한 게임이나 시뮬레이터를 직접 만들 수 있다. 또한 노트북LM, 구글 AI 스튜디오, 스프레드시트 AI 함수 등 강력한 구글 AI 생태계를 개인의 업무와 삶에 연결하는 구체적인 비법을 제시한다."
50,143907967,된다! 조회수 터지는 유튜브 쇼츠 만들기,최지영 저,이지스퍼블리싱,2025년 04월,"19,800","22,000",10.0,9.9,65,"24,297",https://www.yes24.com/product/goods/143907967,"<b>‘떡상’하는 기획부터 챗GPT, 브루, 캡컷을 활용한 영상 제작까지!<br/>첫 영상부터 조회수 터지는 유튜브 쇼츠 전략 대공개<br/>제2의 월급을 만들어 주는 수익화 방법도 꾹꾹 눌러 담았다!<br/>“유튜브를 하면 좋다는 건 아는데, 어디서부터 시작해야 할지 막막해요!”<br/>“10개나 올렸는데 조회수가 0… 나랑 유튜브는 안 맞는 걸까요?”</b><br/><br/>『된다! 조회수 터지는 유튜브 쇼츠 만들기』는 유튜브 쇼츠를 처음 시작하는 분들을 위해 ‘첫 영상 올리기’부터 ‘수익화’까지 전 과정을 담은 입문서이다. 유튜브가 밀어 주는 키워드와 주제를 발굴해 채널의 방향성과 전략을 구사할 수 있도록 다양한 벤치마킹 방법과 챗GPT 활용법을 소개한다. 또, 이 책에서 배우는 AI 브루 활용법과 간단한 캡컷 편집 기술만 알면 내가 평소 보던 쇼츠 영상 그 이상의 것도 만들 수 있다. 유튜브 알고리즘을 관리해서 만든 영상이 지속적으로 사랑받고 노출되는 채널 운영 노하우까지 전수해 준다. 아울러 쇼츠 영상을 릴스와 틱톡으로 확장하여 단기간 내에 한층 더 영향력 있는 인플루언서로 성장할 수도 있는 기반을 마련하는 과정과 제2의 월급을 만들어 주는 수익화 방법 4가지까지 해답을 얻어 갈 수 있다. 쇼츠, 이 책과 함께 지금 당장 도전하자!<br/>"
51,193044742,한 권으로 끝내는 제미나이 재테크,조성호 저,한빛미디어,2026년 07월,"18,900","21,000",10.0,10.0,1,"1,170",https://www.yes24.com/product/goods/193044742,"<b>정보는 넘치지만, 나에게 맞는 답은 없었다</b><br/><b>AI에게 질문하고 당신만의 경제 해답을 찾는 가장 쉬운 방법</b><br/><br/>유튜브에는 투자 비법이 넘쳐나고, 서점에는 부자가 되는 공식이 가득합니다. 하지만 워런 버핏의 투자법을 따라 한다고 모두가 워런 버핏이 될 수는 없습니다. 문제는 정보가 부족해서가 아니라, 나에게 맞는 답을 찾지 못해서입니다. 이 책은 재무전략, 자산관리, 주식·ETF·부동산 투자, 절세, 연금까지 경제생활 전반에 필요한 재테크 인사이트를 한 권에 담았습니다. 특히 300개 이상의 제미나이 프롬프트를 활용해 소비, 투자, 절세, 연금에 이르기까지 자신의 상황에 맞는 재테크 전략을 찾아갈 수 있습니다. 더 이상 남의 투자법을 따라 하지 말고, AI를 나만의 금융 비서로 활용하며 자신만의 경제 지도를 만들어 보세요."
52,192564690,"딸깍! 나의 업무 비서 클로드 with 엑셀, 파워포인트",LearnAI Team 저,위키북스,2026년 07월,"23,400","26,000",10.0,,0,"1,800",https://www.yes24.com/product/goods/192564690,"<b>딸깍! 말만 해도 엑셀이 정리되고, 파워포인트가 완성되는 시대! <br/>Claude for Excel·PowerPoint로 시작하는 AI 오피스 업무 자동화<br/></b><br/>마이크로소프트 365에 내장된 Claude for Excel과 Claude for PowerPoint는 엑셀 사이드패널에서 자연어로 수식을 만들고, 데이터를 정리하고, 파워포인트 슬라이드를 자동으로 생성합니다. 코딩도 필요 없고, 복잡한 설치도 없습니다. 지금 쓰고 있는 엑셀과 파워포인트 안에서 바로 시작할 수 있습니다.<br/><br/>이 책은 클로드가 실제로 무엇을 할 수 있고, 어떻게 요청해야 원하는 결과를 얻을 수 있는지를 94개의 실전 프롬프트와 함께 안내합니다. 엑셀 수식 생성부터 재무 분석, 슬라이드 자동 생성부터 크로스 포맷 워크플로까지, 오늘 당장 퇴근 시간을 앞당길 수 있는 방법을 담았습니다."
53,152644865,"누구나 쉽게 AI 작사 & 작곡 with 생성형 인공지능, 챗GPT, 수노, 유디오","현병욱(오땡큐), 신수진 저",시프트,2025년 09월,"18,000","20,000",10.0,9.7,29,"20,778",https://www.yes24.com/product/goods/152644865,"AI로 시작하는 음악, 쉽고 재미있게 나만의 음악을 만들며, 음악의 매력에 빠져 보자!</B> 'AI에서 클릭 몇 번이면 음악이 뚝딱 완성되는데, 과연 책을 볼 필요가 있을까?' 직접 AI를 사용하여 음악을 만들어 보면 가졌던 의문이 싹 사라질 것이다. 물론 클릭 몇 번으로 음악을 만들 수는 있다. 하지만 완성된 음악을 들어보면 뭔가 엉성하거나 엉망진창일 때가 많다. 그럴 때 이 책을 펼쳐보자. 뻔한 프롬프트 작성 방법만 가득 담겨 있는 그런 책이 아니다. AI를 이용하되 좀 더 제대로 된 음악을 만들 수 있도록 최소한의 음악 이론, 실습 기반의 튜토리얼, 그리고 수십 번의 테스트를 거쳐 검증한 프롬프트 조합까지 친절하게 설명해 준다. 20만 구독자를 보유한 음악 전문 크리에이터이자, 프로 작곡가인 오땡큐 저자의 노하우를 참고하여 원하는 장르, 보컬 스타일, 분위기, 악기 등을 담아 완성도 높은 나만의 음악을 만들어 보자."
54,116860343,AI 2041,"리카이푸, 천치우판 저/이현 역",한빛비즈,2023년 01월,"26,820","29,800",10.0,9.7,75,"10,035",https://www.yes24.com/product/goods/116860343,"<b>뇌공학자 정재승, IT 현자 박태웅,<br> 투자 귀재 레이 달리오…<br> 각 분야 리더들의 강력 추천!<br> “인공지능은 이미 예정된 미래다”</b><br> <br> 알파고가 이세돌 기사에게 승리를 거둔 직후, 대중은 인공지능이 인류를 지배하는 시대가 왔다며 충격에 휩싸였다. 카이스트 김대식 교수는 “당황하는 이세돌 9단의 얼굴에서 20년 후 우리의 모습을 봤다”며 지금 직업의 절반이 사라질 20년 후를 대비해야 한다고 경고했다. 반면 고(故) 이어령 선생은 “데이터베이스, 즉 1,000명의 프로 기사가 훈수를 두는 상대와 싸워서 졌을 뿐”이라며 지나친 AI포비아를 경계하기도 했다.<br> <br> 그리고 지금, 인공지능은 우리의 오늘과 미래를 과연 얼마나 바꿔놓았을까? 인공지능이 계속 발전하고 지금보다 더 많은 곳에 적용되면 어떤 미래가 펼쳐질까? 신선한 접근 방식과 대담한 분석으로 출간 전부터 전 세계 리더들과 독자들이 주목한 『AI 2041』의 두 저자는 이 책을 통해 미래에 대한 우리의 호기심과 두려움을 모두 해결하며 인공지능에 대한 비전을 정밀하게 보여준다.<br> <br> ***** 아마존 NO.1 논픽션<br> ***** 미국, 독일, 영국, 일본 베스트셀러<br> ***** 월스트리트저널, 워싱턴포스트, 파이낸셜타임스 선정 올해의 책<br> <br>"
